industria;nps;razones
banca;DETRACTOR;ES DIFICIL PAGAR, YA QUE LAS MAYORIA DE LAS VECES NO HAY SISTEMA Y ES MUY DIFICL PODER ABONAR LA CUOTAS EN KASNET. YA QUE HACER VARIOS DEPOSITOS. MEJOR ES IR A CF.
banca;NEUTRAL;POR QUE ES BUENA LA ATENCION EN UN KASNET, MAS ACCESIBLE Y FACIL DE PODER PAGAR.
banca;PROMOTOR;POR QUE ES MAS FACIL PODER PAGAR. MAS RAPIDO Y TE AHORRAS TIEMPO.
banca;NEUTRAL;TIENEN QUE TENER EL CODIGO PARA EL CODIGO
banca;PROMOTOR;ESTA CERCA A SU DOMICILIO
banca;NEUTRAL;SIEMPRE LE COBRAN COMISION
banca;PROMOTOR;ES RAPIDO Y ESTA CERCA A SU DOMICILIO
banca;DETRACTOR;ALGUNOS AGENTES NO TIENEN SALDO Y LOS PAGOS QUE SE REALIZA ES DOS PARTES
banca;PROMOTOR;ES RAPIDO EL PAGO Y LE ATENDIERON MUY BIEN
banca;NEUTRAL;NO HAY MUCHOS KASNET PARA REALIZAR EL PAGO
banca;PROMOTOR;ES MAS RAPIDO ESTA CERCA A SU DOMICILIO Y ES AHORRO DE TIEMPO
banca;DETRACTOR;A VECES NO HAY SISTEMA PARA EL PAGO
banca;PROMOTOR;NO HAY COLAS ESTA CERCA A SU DOMICILIO Y ES RAPIDO
banca;NEUTRAL;ESTA CERCA A SU DOMICILIO Y ES FACIL EL PAGO
banca;NEUTRAL;A VECES HAY COLAS PARA EL PAGO
banca;PROMOTOR;ESTA CERCA A SU DOMICILIO NO HAY COLAS Y ES AHORRO DE TIEMPO
banca;NEUTRAL;ES RAPIDO ESTA CERCA A SU DOMICILIO Y ES AHORRO DE TIEMPO
banca;NEUTRAL;HAY VARIOS PUNTOS DE PAGO SOLO BRINDANDO EL CODIGO
banca;PROMOTOR;A VECES SE VA EL SISTEMA  LOS PAGOS SON RAPIDOS Y NO HAY COLAS
banca;PROMOTOR;ES RAPIDO Y EVITA LAS COLAS
banca;PROMOTOR;ES RAPIDO EVITA LAS COLAS ESTA CERCA A SU DOMICILIO Y ES AHORRO TIEMPO
banca;NEUTRAL;ES RAPIDO EL PAGO
banca;PROMOTOR;ESTA CERCA A SU DOMICILIO Y ES AHORRO DE TIEMPO
banca;PROMOTOR;ES RAPIDO FACIL Y ESTA CERCA A SU DOMICILIO
banca;PROMOTOR;ES RAPIDO Y NO HAY COLAS  NO TUVO PROBLEMAS
banca;DETRACTOR;COBRAN COMISION Y SE PAGA EN PARTESY NO HAY MUCHOS AGENTES PARA REALIZAR EL PAGO SE TIENE QUE IR EN LA MISMA AGENCIA DE COMPARTAMOS
banca;PROMOTOR;ES RAPIDO EVITA LAS COLAS Y ES AHORRO DE TIEMPO
banca;DETRACTOR;NO HAY MUCHOS AGENTES PARA EL PAGO
banca;PROMOTOR;ESTA CERCA A SU DOMICILIO NO HAY COLAS Y ES AHORRO DE TIEMPO
banca;PROMOTOR;ES RAPIDO NO HAY COLAS Y TIENEN BUENA ATENCION
banca;NEUTRAL;ES RAPIDO ESTA CERCA A SU DOMICILIO ES AHORRO DE TIEMPO Y EVITA EL CONTAGIO DEL COVID
banca;PROMOTOR;SON AMABLES EN LA ATENCION NO HAY COLAS Y ES RAPIDO LOS PAGOS
banca;PROMOTOR;ES RAPIDO Y NO HAY COLAS
banca;PROMOTOR;ES RAPIDO Y NO HAY COLAS PARA EL PAGO
banca;DETRACTOR;COMBRAN COMISION SIEMPRE CUANDO REAIZAN LOS PAGOS TIENEN QUE TENER EL CODIGO A VECES SE PIERDE
banca;PROMOTOR;ESTA CERCA DE SU TRABAJO NO HAY COLAS Y ES RAPIDO EL PAGO
banca;DETRACTOR;SE PAGA EN PARTES HABIA UN ERROR NO ACEPTABA EL PAGO TUVO QUE IR A LA MISMA AGENCIA DE COMPARTAMOS A REALIZAR EL PAGO
banca;PROMOTOR;ES RAPIDO Y NO HAY COLAS
banca;NEUTRAL;NO HAY COLAS ES RAPIDO POR LAS FIESTAS SI HUVO COLAS
banca;PROMOTOR;ES FACIL RAPIDO Y EVITA LAS COLAS
banca;PROMOTOR;ES RAPIDO FACIL LOS PAGOS Y NO HAY COLAS
banca;PROMOTOR;ES RAPIDO Y NO HAY COLAS
banca;PROMOTOR;ES RAPIDO LOS PAGOS Y ES AHORRO DE TIEMPO
banca;NEUTRAL;ESTA CERCA A SU TRABAJO Y NO HAY COLAS
banca;PROMOTOR;ESTA CERCA A SU DOMICILIO Y NO HAY COLAS
banca;PROMOTOR;ES RAPIDO Y FACIL EL PAGO
banca;DETRACTOR;HAY COLAS EN LO AGENTES
banca;PROMOTOR;ES RAPIDO Y NO HAY COLAS
banca;DETRACTOR;A VECES CUANDO PASAS LA FECHA DE PAGO NO ACEPTAN EL PAGO EN KASNET TIENE QUE IR A LA MISMA AGENCIA COMPARTAMOS
banca;PROMOTOR;SE PAGA EN PARTES NO MONTO COMPLETO Y NO COBRAN COMISION
banca;NEUTRAL;ES RAPIDO FACIL Y ES AHORRO DE TIEMPO
banca;NEUTRAL;NO HAY COLAS ES AHORRO DE TIEMPO Y ES RAPIDO
banca;PROMOTOR;ES RAPIDO SE EVITA LAS COLAS Y ES AHORRO DE TIEMPO
banca;PROMOTOR;ES RAPIDO FACIL Y SE PUEDE PAGAR EN CUALQUIER MOMENTO
banca;PROMOTOR;TIENE BUENA ATENCION SON AMABLES Y ES RAPIDO
banca;PROMOTOR;ES RAPIDO LA ATENCION A VECES HABREN MUY TARDE Y CIERRAN MUY TEMPRANO ALGUNAS TIENDAS
banca;DETRACTOR;COBRAN COMISION A VECES NO TIENEN SALDO
banca;PROMOTOR;ES RAPIDO LOS PAGOS YA QUE EN MISMA AGENCIA HAY MUCHA COLA
banca;PROMOTOR;ES RAPIDO LOS PAGOS
banca;PROMOTOR;ES RAPIDO NO HAY COLA Y ES AHORRO DE TIEMPO
banca;NEUTRAL;ALGUNOS AGENTES NO TIENEN SALDO
banca;PROMOTOR;ESTA CERCA A SU DIMICILIO Y ES RAPIDO EL PAGO
banca;NEUTRAL;LE ATIENDEN BIEN Y ES RAPIDO EL PAGO
banca;PROMOTOR;ES RAPIDO LOS PAGOS
banca;PROMOTOR;SON AMABLES RAPIDOS EN LA ATENCION
banca;NEUTRAL;ES FACIL Y RAPDIO TIENEN BUENA ATENCION
banca;DETRACTOR;A VECES SE DEMORAN EN ATENDER Y HAY COLAS
banca;PROMOTOR;ES RAPIDO NO HAY COLAS NO TUVO PROBLEMAS
banca;NEUTRAL;ES FACIL RAPIDO EL PAGO
banca;PROMOTOR;ES RAPIDO NO HAY COLAS Y SE PUEDE ENVIAR A OTRA PERSONAS A PAGAR
banca;NEUTRAL;ES RAPIDO EL PAGO
banca;PROMOTOR;ES MAS RAPIDO EVITA LAS COLAS Y ES AHORRO TIEMPO
banca;PROMOTOR;ES RAPIDO Y NO HAY COLAS
banca;PROMOTOR;ES RAPIDO NO HAY COLAS
banca;PROMOTOR;ESTA ACERCA A SU DOMICILIO PARA EL PAGO
banca;PROMOTOR;ES RAPIDO ESTA CERCA A SU DOMICILIO
banca;NEUTRAL;ES RAPIDO FACIL Y EVITA LAS COLAS
banca;PROMOTOR;ES RAPIDO ACCESIBLE Y NO HAY COLAS
banca;PROMOTOR;ES RAPIDO NO HAY COLAS Y ES AHORRO DE TIEMPO
banca;PROMOTOR;ES RAPIDO Y NO TUVO PROBLEMAS CON EL PAGO
banca;PROMOTOR;ES RAPIDO NO HAY COLAS Y TIENEN BUENA ATENCION
banca;PROMOTOR;ES RAPIDO FACIL ES AHORRO DE TIEMPO Y ESTA CERCA A SU DOMICILIO
banca;PROMOTOR;ES RAPIDO Y NO HAY COLAS
banca;PROMOTOR;ESTA CERCA A SU DOMICILIO EVITA LAS COLAS
banca;PROMOTOR;ES MAS FACTIBLE ES AHORRO DE TIEMPO
banca;PROMOTOR;ES RAPIDO Y ESTA CERCA A SU DOMICILIO
banca;PROMOTOR;ES RAPIDO Y ES AHORRO DE TIEMPO
banca;NEUTRAL;ES RAPIDO ACCESIBLE Y ES AHORRO DE TIEMPO
banca;NEUTRAL;NO HAY MUCHOS AGENTES ALGUNOS NO TIENEN SALDO
banca;PROMOTOR;ES RAPIDO NO TUVO NINGUN PROBLEMA CON LOS PAGOS
banca;NEUTRAL;EVITAS LAS COLAS ES RAPIDO EL PAGO
banca;PROMOTOR;ES AHORRO DE TIEMPO Y ES RAPIDO EL PAGO
banca;DETRACTOR;LE PIDEN CODIGO PARA EL PAGO
banca;NEUTRAL;A VECES HAY COLAS PARA EL PAGO
banca;PROMOTOR;ES RAPIDO EL PAGO
banca;NEUTRAL;ESTA CERCA A SU TRABAJO ES AHORRO DE TIEMPO Y NO HAY COLAS
banca;PROMOTOR;ES RAPIDO FACIL EN CUALQUIER AGENTE SE PUEDE PAGAR
banca;PROMOTOR;ES RAPIDO MAS FACTIBLE Y ES AHORRO DE TIEMPO
banca;PROMOTOR;ES FACIL RAPIDO Y HAY AGENTES EN CULQUIER LUGAR PARA EL PAGO
banca;NEUTRAL;ES FACIL ESTA CERCA A SU DOMICILIO PERO DESCONFIA UN POCO
banca;PROMOTOR;ES MAS RAPIDO FACILY ES AHORRO DE TIEMPO
banca;NEUTRAL;HAY AGENTES EN TODOS LADOS PARA EL PAGO
banca;PROMOTOR;ES FACIL NO SE HACE COLAS Y ESTA CERCA A SU DOMICILIO
banca;NEUTRAL;NO COBRAN COMISION Y HAY AGENTES KASNET EN TODOS LADOS
banca;DETRACTOR;LE PIDEN UN CODIGO EN ESE MOMENTO NO TIENE LO PIERDE O SE OLVIDO Y NO HAY AGENTES CERCANOS CUANDO VIAJA
banca;PROMOTOR;ES RAPIDO ESTA CERCA A SU DOMICILIO Y ES AHORRO DE TIEMPO
banca;PROMOTOR;SACA DE APUROS SE USA EN EMEREGENIA Y ESTA CERCA A SU DOMICILIO
banca;PROMOTOR;ES RAPIDO Y ES AHORRO DE TIEMPO
banca;NEUTRAL;A VECES HAY COLAS PARA EL PAGO
banca;NEUTRAL;ES MAS SEGURO Y ESTA CERCA A SU DOMICILIO
banca;NEUTRAL;ES RAPIDO Y SE PUEDE PAGAR EN CUALQUIER HORARIO
banca;NEUTRAL;ALGUNAS AGENTES COBRAM COMISION
banca;PROMOTOR;ES RAPIDO FACIL Y NO HAY COLAS
banca;PROMOTOR;ES RAPIDO EL PAGO NO HAY COLAS
banca;DETRACTOR;HAY COLAS SE PAGA EN PARTES Y NO TIENEN FONDOS
banca;PROMOTOR;ES RAPIDO NO HAY COLAS NO TUVO NINGUN PROBLEMA
banca;PROMOTOR;ES MAS ACCESIBLE RAPIDO LOS PAGOS
banca;PROMOTOR;ES RAPIDO FACIL ESTA CERCA A SU DOMICILIO PARA LOS PAGOS
banca;NEUTRAL;ES FACIL RAPIDO EL PAGO
banca;PROMOTOR;ES RAPIDO FACIL PAGO
banca;DETRACTOR;LOS PAGOS SE REALIZA EN PARTES PORQUE NO TIENEN FONDOS
banca;PROMOTOR;ES FACIL ESTA Y ESTA CERCA A SU DOMICILIO
banca;NEUTRAL;A VECES COLAS Y HACEN MUCHAS PREGUNTAS
banca;DETRACTOR;NO HAY AGENTES EN AGUA BUENA Y NO HAY SISTEMA PARA EL PAGO
banca;PROMOTOR;ES RAPIDO NO HAY COLAS PARA EL PAGO
banca;PROMOTOR;ESTA CERCA A SU DOMICILIO ES RAPIDO Y NO HAY COLAS
banca;NEUTRAL;ESTA CERCA A SU DOMICILIO PARA LOS PAGOS
banca;PROMOTOR;ES MAS ACCESIBLE Y AGENTES EN TODOS LOS LUGARES
banca;PROMOTOR;ES RAPIDO EL PAGO
banca;NEUTRAL;ESTA CERCA A SU DOMICILIO ES AHORRO DE TIEMPO Y PUEDE PAGAR EN CUALQUIER HORARIO
banca;DETRACTOR;A VECES NO HAY SISTEMA NO PUDO PAGAR SU CREDITO
banca;PROMOTOR;ES RAPIDO NO HAY COLAS PARA EL PAGO
banca;DETRACTOR;NO HAY AGENTE EN CHUCUITO JULI SOLO HAY UN AGENTE KASNET PARA EL PAGO
banca;DETRACTOR;LE PIDEN CODIGO PARA EL PAGO Y LE COBRAN COMISION POR MONTO
banca;PROMOTOR;ES RAPIDO NO HAY COLAS Y ES AHORRO DE TIEMPO
banca;PROMOTOR;ES RAPIDO Y ESTA CERCA A SU DOMICILIO PARA EL PAGO
banca;PROMOTOR;ES RAPIDO EL PAGO NO TUVO NINGUN PROBLEMA
banca;NEUTRAL;ES RAPIDO A VECES COLAS PARA EL PAGO
banca;PROMOTOR;ES FACIL RAPDIO NO HAY COLAS Y ES AHORRO DE TIEMPO
banca;PROMOTOR;ES RAPIDO NO HAY COLAS PARA EL PAGO
banca;NEUTRAL;ESTA CERCA A SU DOMICILIO PARA EL PAGO
banca;PROMOTOR;ES RAPIDO Y ESTA CERCA A SU DOMICILIO
banca;PROMOTOR;ESTA CERCA A SU DOMICILIO PARA EL PAGO
banca;PROMOTOR;ES FACIL RAPIDO Y NO HAY COLAS
banca;DETRACTOR;LE ESTAN COBRANDO COMISION
banca;NEUTRAL;SE PUEDE PAGAR EN CUALQUIER AGENTE Y EVITAS COLAS
banca;PROMOTOR;ES FACIL RAPIDO NO HAY COLAS Y ES AHORRO DE TIEMPO
banca;PROMOTOR;TIENEN BUENA ATENCION SOLO ALGUNOS AGENTES NO TIENEN SALDO
banca;DETRACTOR;NO HAY AGENTES EN ATE VITARTE A VECES NO ACEPTA EL CODIGO NO LE PERMITE PAGAR
banca;DETRACTOR;A VECES NO HAY SISTEMA TUVO QUE BUSCAR OTRO AGENTE PARA EL PAGO
banca;PROMOTOR;ES RAPIDO SEGURO Y ES AHORRO DEL TIEMPO
banca;PROMOTOR;ES FACIL ES AHORRO DE TIEMPO ESTA CERCA DE CASA TRABAJO Y PUEDES PAGAR EN CUALQUIER MOMENTO
banca;PROMOTOR;ES RAPIDO EL PAGO TIENEN BUENA ATENCION
banca;PROMOTOR;NO HAY AGENTES KASNET PARA EL PAGO Y NO TUVO NINGUN PROBLEMA CON LOS PAGOS
banca;PROMOTOR;ESTA CERCA A SU DOMICILIO
banca;PROMOTOR;ES FACIL PRACTICO Y ESTA CERCA A SU DOMICILIO
banca;DETRACTOR;HAY AGENTES QUE NO TIENEN FONDOS Y NO HAY SISTEMA
banca;PROMOTOR;EL PAGO DEBERIA SER CON DNI EL CODIGO A VECES SE PIERDE
banca;PROMOTOR;ES RAPIDO NO HAY COLAS Y ESTA CERCA A SU DOMCILIO
banca;PROMOTOR;ES RAPIDO Y ESTA CERCA A SU DOMCILIO
banca;DETRACTOR;NO SE PUEDE PAGAR MONTO TOTAL TIENE QUE IR A LA MISMA AGENCIA
banca;DETRACTOR;NO LE PERMITIO PAGAR MONTO DE S/10980 NO RECIBEN MONTOS ELEVADOS  TUVO QUE IR A LA MISMA AGENCIA A REALIZAR EL PAGO
banca;PROMOTOR;ES FACIL Y ESTA CERCA A SU DOMICILIO PARA EL PAGO
banca;NEUTRAL;ESTA CERCA A SU DOMCILIO Y ES RAPIDO
banca;PROMOTOR;ES FACIL EL PAGO PERO NO HAY MUCHOS AGENTES
banca;DETRACTOR;NO HAY SISTEMA HAY COLAS O SE VA LUZ NO SE PUEDE REALIZAR LOS PAGOS TIENE QUE IR A LA MISMA AGENCIA
banca;PROMOTOR;ES RAPIDO NO HAY COLAS SE AHORRO SU PASAJE Y EL TIEMPO
banca;PROMOTOR;ES RAPIDO ES AHORRO DE TIEMPO Y DE PASAJE
banca;PROMOTOR;ES RAPIDO FACIL Y NO HAY COLAS
banca;PROMOTOR;ES RAPIDO NO HAY COLAS ES AHORRO DE TIEMPO Y ESTA CERCA A SU TRABAJO
banca;PROMOTOR;ES AHORRO DE TIEMPO Y PASAJE
banca;PROMOTOR;ES FACIL RAPIDO Y ESTA CERCA A SU DOMICILIO
banca;NEUTRAL;ES RAPIDO ACCESIBLE Y NO HAY COLAS
banca;PROMOTOR;ES RAPIDO ELPAGO A VECES HAY COLAS
banca;PROMOTOR;ES RAPIDO Y ESTA CERCA A SU DOMICILIO
banca;PROMOTOR;ES RAPIDO Y NO HAY COLAS
banca;PROMOTOR;SE PUEDE PAGAR EN CULAQUIER MOMENTO HORARIO Y TIENEN BUENA ATENCION
banca;NEUTRAL;ES RAPIDO Y EFECTIVO A VECES SE VA EL SISTEMA MENCIONA
banca;PROMOTOR;ES RAPIDO EVITAS COLAS Y ES AHORRO DE TIEMPO
banca;NEUTRAL;A VECES NO HAY SISTEMA Y HAY COLAS
banca;NEUTRAL;ES FACIL Y RAPIDO LOS PAGOS
banca;PROMOTOR;ES RAPIDO FACIL ESTA CERCA A SU DOMICILIO Y ES AHORRO DE TIEMPO
banca;NEUTRAL;ES RAPIDO Y NO HAY COLA S
banca;NEUTRAL;ESTA CERCA A SU CASA SON RAPIDOS SIN COLAS
banca;PROMOTOR;TIENEN BUENA ATENCION NO HAY COLAS Y ESPIDO EL PAGO
banca;PROMOTOR;ES FACIL Y ES AHORRO DE TIEMPO
banca;NEUTRAL;LE PIDEN EL CODIGO PARA EL PAGO
banca;PROMOTOR;ES RAPIDO ACCESIBLE Y EVITA LAS COLAS
banca;NEUTRAL;ES MS ACCESIBLE NO HAY COLAS Y ES AHORRO DE TIEMPO
banca;DETRACTOR;HAY COLAS NO HAY SISTEMA LE CAUSA INCOMODIDAD
banca;PROMOTOR;ES RAPIDO Y NO HAY COLAS
banca;PROMOTOR;ES RAPIDO NO HAY COLAS Y ESTA CERCA A SU CASA
banca;PROMOTOR;ES RAPIDO FACIL TIENEN MAS HORARIOS DE ATENCION Y SIN HACER COLAS
banca;DETRACTOR;NO HAY MUCHOS KASNET DONDE EL LUGAR DONDE VIVE Y COBRAN COMISION
banca;DETRACTOR;NO TIENEN SALDO Y SE PAGA EN PARTES Y NO HAY MUCHOS AGENTES DISTRITO LA JOYA AREQUIPA TIENE QUE VIAJAR AL CENTRO  DE AREQUIPA PARA PAGAR EL MONTO TOTAL EN LA MISMA AGENCIA
banca;PROMOTOR;ES RAPIDO MAS ACCESIBLE Y ESTA CERCA A SU CASA
banca;DETRACTOR;SIEMPRE LE COBRA COMISION
banca;PROMOTOR;ESTA CERCA A SU CASA ES RAPIDO Y SEGURO
banca;NEUTRAL;ES RAPIDO EN ALGUNOS AGENTES A VECES NO HAY SISTEMA
banca;NEUTRAL;ES FACIL RAPIDO Y SIN COLAS
banca;PROMOTOR;ES RAPIDO NO HAY COLAS EVITA CONTAGIOS Y ES AHORRO DE TIEMPO
banca;PROMOTOR;ES RAPIDO NO HAY COLAS PARA EL PAGO
banca;PROMOTOR;ES RAPIDO NO HAY COLAS Y ES AHORRO TIEMPO
banca;PROMOTOR;ES AHORRO DE TIEMPO PASAJE Y ESTA CERCA A SU CASA
banca;DETRACTOR;PORQUE A VECES UNO TIENE PROBLEMAS Y SE ATRASA CON SUS DEUDAS, PERO SON MUY EXIGENTES PERO NO ENTIENDEN DE PROBLEMAS DE QUE NO PUEDE UNO PAGAR Y ME DICEN QUE ESTÁ EN ROJO QUE ES IMPUNTUAL PARA PAGAR COSAS QUE A VECES UNO NO SABE ACCIDENTES Y HASTA QUE YA LE DEMOSTRÉ QUE PAGUE ME PASO UN PERCANCE YO SON MUY PUNTUAL CON MIS PAGOS Y VOY A SEGUIR PAGANDO MUY PUNTUAL ESO ES MUY MOLESTO DE QUE SI NO PAGAS ESTO Y EL OTRO, ESA ES MI MOLESTIA DE QUE NO SON MUY COMPRENSIVOS QUE DIGAMOS.
banca;DETRACTOR;PORQUE LA TASA DE INTERÉS ES ALGO ALTA.
banca;DETRACTOR;PORQUE NO ME QUISIERON DAR OTRO PRÉSTAMO, NO ME HAN EXPLICADO POR QUÉ.
banca;DETRACTOR;PORQUE ÚLTIMAMENTE ESTUVE TRABAJANDO MUCHO TIEMPO TANTO INDIVIDUAL Y GRUPAL, EL TRATO NO ES IGUAL COMO TE EXPLICABA ME DICEN UNA COSA Y NO CUMPLEN AHORITA TENGO TRABAJANDO BUEN TIEMPO AQUÍ Y NO NOS COMENTÓ QUE VA A SUBIR EL INTERÉS Y AHORITA POR EJEMPLO ESTÁ MOLESTA LA GENTE PORQUE ESTÁ SUBIENDO MUCHO PORQUE ESTÁ SUBIENDO EL INTERÉS ES DEMASIADO.
banca;DETRACTOR;PORQUE NO ESTOY SATISFECHA QUIERO CANCELAR UNA DEUDA, MI ANALISTA ME DICE QUE TENGO QUE PAGAR ANTES, MI DEUDA ES DE 720 Y AHORA ME SALE CON 780 SOLES ME QUIEREN COBRAR MÁS DE LA CUENTA, A PESAR DE QUE QUIERO AMORTIZAR CANCELAR, MI ÚLTIMA DEUDA ES EL 5 DE ENERO Y YO QUIERO CANCELARLO YA PERO ME SALEN CON MÁS DE LA DEUDA DICIENDO ESTO DICIENDO AQUELLO, QUE COMPRE UN SEGURO, ENTONCES NO ESTOY SATISFECHA.
banca;DETRACTOR;PORQUE NO LO PUEDO RECOMENDAR, PORQUE VARIAS VECES QUE ME HA PASADO QUE LOS ASESORES NO TE HACEN CASO, NO TE AYUDAN EN LO QUE UNO NECESITA.
banca;DETRACTOR;ES MUY ELEVADA LA TASA DE INTERÉS, ES MUY ELEVADA, PORQUE MIRE USTED YO DE CAJA AREQUIPA YO TAMBIÉN ESTOY SACANDO, DE CAJA AREQUIPA, DIGAMOS SI YO SACO AHORITA NO, HE SACADO DOS MIL SOLES DE COMPARTAMOS Y ESTOY CON EL CINCUENTA Y UNO POR CIENTO, EN CAJA AREQUIPA ESTOY CON EL CERO PUNTO CINCO, ES MUY ELEVADO EL INTERÉS.
banca;DETRACTOR;PORQUE EL ASESOR NO ME EXPLICO BIEN, SOBRE EL TEMA DEL INTERÉS, ESE ES EL MOTIVO ME SENTÍ INSATISFECHO, QUIZÁ MEJORE CON EL TIEMPO, QUE INFORMEN MÁS LES SUPLICARÍA ENCARECIDAMENTE A LOS ASESORES, QUE INFORMEN MÁS SOBRE LOS MONTOS Y LOS INTERESES.
banca;DETRACTOR;PORQUE COBRA MUCHO INTERÉS, HAY OTROS BANCOS QUE TE COBRAN MENOS, COBRAN CASI EL 10 POR CIENTO.
banca;DETRACTOR;PÉSIMA LA ATENCIÓN PORQUE EL ASESOR PERSONAL NO TE ASESORA BIEN, LOS ASESORES DEBEN DE DARTE OPCIONES DEBEN ATENDERTE BIEN, YO QUERÍA SACAR UN PRÉSTAMO, ERA CLIENTE MUY ANTIGUA Y SI ME DIERON EL PRÉSTAMO PERO MUY BAJO CUANDO EN OTROS BANCOS SI ME LO DABAN BIEN.
banca;DETRACTOR;POR LOS ALTOS INTERESES QUE TIENEN, DE LAS OTRAS ENTIDADES, POR EJEMPLO, CUANDO SE PASA LA FECHA DE PAGO SE PASA UN DÍA Y YA TE COBRAN MORA MUY CARO Y EN CAMBIO OTRAS FINANCIERAS PASA UN DÍA TE COBRAN UN SOL, DOS SOLES, TRES SOLES, CINCO SOLES,  EN DOS DÍAS TE COBRAN OCHO SOLES, SEIS SOLES.
banca;DETRACTOR;PORQUE ES MUY MALO EL BANCO, PORQUE YO SOY CLIENTE DEL BANCO Y ME ATRASE 2 DÍAS O 1 DÍA APENAS Y DECÍAN QUE PASABA A INFOCORP ASÍ NO DEBERÍA DE SER, VOY A HACER UNA DENUNCIA, PORQUE AHORITA JUSTAMENTE PARA TRATARME DECÍAN QUE ME ATRASE A MI INFOCORP Y MI SITUACIÓN CREDITICIO ESTÁ MUY MAL, ME ESTÁ PERJUDICANDO, QUISIERA HACER UNA DENUNCIA.
banca;DETRACTOR;NO ME QUIEREN DAR PRÉSTAMO, NO SÉ A MI ASESOR LO HAN VOTADO Y NO TENGO ASESOR VOY Y ME IGNORAN EN MI FINANCIERA, NI ME DAN EXPLICACIÓN VOY Y MEJOR ME VOY.
banca;DETRACTOR;PORQUE UNO, PIDEN MUCHOS REQUISITOS Y A VECES CUANDO NECESITAS NI TE ATIENDEN EN LA OFICINA, A VECES, CUANDO QUIERES ADELANTAR UN PAGO TE PONEN QUE NO PUEDES Y TE PONEN FECHA POR ESO NO LO RECOMENDARÍA.
banca;DETRACTOR;PORQUE A VECES LOS ANALISTAS COMO PARA EL PAPELEO SI LO AGILIZAN Y HAY UNA SEÑORA DEBE EN EL GRUPAL Y COMO QUE NO LE IMPORTA Y COMO PERDEMOS NUESTRO EL 10 POR CIENTO QUE PONEMOS DE AHORRO LO PERDEMOS, YA TENGO TIEMPO CON COMPARTAMOS Y HE PERDIDO CASI 600 SOLES PERDÍ DE MIS AHORROS HASTA AHORA Y UNA SEÑORA QUE SE FUE SIN PAGAR Y HACEMOS SOLIDARIO YA NO LE INTERESA NI A LA MISMA GERENTE NO DEBE DE SER ASÍ, NOSOTROS PAGAMOS PUNTUALES NOS EXIGEN TAMBIÉN EXIGIMOS NOSOTROS NUESTROS ANALISTAS DEBEN DE SER IGUAL PARA TODOS DEBEN DE EXIGIR QUE PAGUEN PARA QUE NOSOTROS PODAMOS RECUPERAR NUESTRO DINERO POR ESA PARTE ME SIENTO DESCONTENTA SON 600 QUE HE PERDIDO ES MI TRABAJO HAGO EL ESFUERZO DE PAGAR MI CUOTA PORQUE NO PUEDEN HACER LAS DEMÁS DE PAGAR SU CUOTA SACAMOS SOLIDARIO NO PAGAN Y NOSOTROS PAGAMOS.
banca;DETRACTOR;ME DIERON UN CRÉDITO DE 3 MIL Y ME DIJERON QUE PAGARÍA 310 PERO ME COBRAN 312.50, 2 SOLES Y 50 CENTAVOS DE MÁS.
banca;DETRACTOR;SABE YO ESTOY INSATISFECHA CON ESA FINANCIERA PRIMERO QUE YO VIVO EN EL PUERTO DE HILO Y TUVE QUE VIAJAR HASTA MOQUEO CUANDO TENGO QUE PAGAR MIS LETRAS TODAVÍA TENGO QUE VIAJAR HASTA MOQUEO BUSCAR UN AGENTE Y EN EL AGENTE ME COBRAN POR COMISIÓN, Y TODAVÍA A MÍ ME ESTÁN COBRANDO UNOS INTERESES ELEVADÍSIMOS, YA YO HE PAGADO POR ADELANTADO, AHORA TODAVÍA ME QUEDO UN SALDO Y SIN EMBARGO ASÍ ME COBRAN DEMASIADO LOS INTERESES Y CADA VEZ QUE VOY A PAGAR ME COBRAN ALTOS LOS INTERESES Y TENGO QUE VIAJAR, GASTAR MI DINERO, PORQUE ACÁ NO HAY ESE BANCO, LOS INTERESES SIGUEN COBRANDO Y QUE ME DEMORO 1 O 2 DÍAS YA ME ESTÁN COBRANDO INTERESES DEMASIADO NO ES COMO QUE YO ME HAGA UN PRÉSTAMO EN PUERTO DE HILO VOY A LA VENTANILLA Y LO PAGO ESE ES MI ATRASO A VECES PORQUE TENGO QUE IR A OTRO SITIO PARA PODER PAGAR Y NO ME CONVIENE POR LOS I
banca;DETRACTOR;LO QUE PASA QUE SUS INTERESES SON MUY ALTOS, LA TASA DE INTERÉS ES MUY ALTA, YO HE ESTADO EN GRUPO Y HE ESTADO EN INDIVIDUAL, COMPARANDO CON OTROS, ESTÁ MUY ALTO, OTRA QUE LA ASESORA CUANDO YO QUISE UN PRÉSTAMO NO ME LO DIO, YO NO TENGO NINGÚN PROBLEMA, TODO BIEN, NO CAUSO DEUDA Y NO ME LO HAN DADO Y LA ASESORA NO APOYÓ PARA PRÉSTAMO ENTONCES DIGO ACABO Y NO MÁS CON COMPARTAMOS.
